set,run,step,t_max,n,H_max,A,gamma,mu,S_N,omega_0,p_0,I,pi,total_pi,omega,p,H_D,S_S,S_P,S_hat,N,H_S,H_M,S_D,S_M,household,alpha,beta,H_N,H_O,H,H_W,m,S,S_C,income,U,expenditure
0,0,0,1000,2,400,3,1.2,10,300,10,1,0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,4906.297919372802,0.0,0.0,0.0,1.0,0.0,0,0.2519719120464529,0.748028087953547,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,1000,2,400,3,1.2,10,300,10,1,0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,4906.297919372802,0.0,0.0,0.0,1.0,0.0,1,0.6672117537638335,0.33278824623616654,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,1,1000,2,400,3,1.2,10,300,10,1,0,0.0,0.0,10.0,1.0,476.460846058168,4906.297919372804,4906.297919372802,4764.6084605816795,476.46084605816804,519.9020436501941,476.460846058168,4764.6084605816795,4764.6084605816795,0,0.2519719120464529,0.748028087953547,30.0,306.77039254281243,336.77039254281243,308.63103563072497,0.0,3086.3103563072495,3086.3103563072495,3086.3103563072495,1177.7280530123883,3086.3103563072495
0,0,1,1000,2,400,3,1.2,10,300,10,1,0,0.0,0.0,10.0,1.0,476.460846058168,4906.297919372804,4906.297919372802,4764.6084605816795,476.46084605816804,519.9020436501941,476.460846058168,4764.6084605816795,4764.6084605816795,1,0.6672117537638335,0.33278824623616654,30.0,153.13165110738163,183.13165110738163,167.82981042744305,0.0,1678.2981042744304,1678.2981042744304,1678.2981042744304,419.98171118896903,1678.2981042744304
0,0,2,1000,2,400,3,1.2,10,300,10,1,0,0.0,0.0,10.0,1.0,464.9664698542752,4764.6084605816795,4764.6084605816795,4649.664698542752,464.9664698542752,519.9020436501941,464.9664698542752,4649.664698542752,4649.664698542752,0,0.2519719120464529,0.748028087953547,30.0,306.77039254281243,336.77039254281243,301.1854684637987,0.0,3011.8546846379872,3011.8546846379872,3011.8546846379872,1177.1140036223076,3011.8546846379872
0,0,2,1000,2,400,3,1.2,10,300,10,1,0,0.0,0.0,10.0,1.0,464.9664698542752,4764.6084605816795,4764.6084605816795,4649.664698542752,464.9664698542752,519.9020436501941,464.9664698542752,4649.664698542752,4649.664698542752,1,0.6672117537638335,0.33278824623616654,30.0,153.13165110738163,183.13165110738163,163.7810013904765,0.0,1637.810013904765,1637.810013904765,1637.810013904765,420.6596629929283,1637.810013904765
0,0,3,1000,2,400,3,1.2,10,300,10,1,0,9.094947017729282e-13,9.094947017729282e-13,10.0,0.9999999999999998,455.5999322619652,4649.664698542752,4649.664698542752,4555.999322619653,455.59993226196525,519.9020436501941,455.5999322619652,4555.999322619653,4555.999322619653,0,0.2519719120464529,0.748028087953547,30.0,306.77039254281243,336.77039254281243,295.1182244891788,0.0,2951.182244891788,2951.182244891788,2951.182244891788,1174.866757157955,2951.182244891788
0,0,3,1000,2,400,3,1.2,10,300,10,1,0,9.094947017729282e-13,9.094947017729282e-13,10.0,0.9999999999999998,455.5999322619652,4649.664698542752,4649.664698542752,4555.999322619653,455.59993226196525,519.9020436501941,455.5999322619652,4555.999322619653,4555.999322619653,1,0.6672117537638335,0.33278824623616654,30.0,153.13165110738163,183.13165110738163,160.48170777278648,0.0,1604.8170777278647,1604.8170777278647,1604.8170777278647,421.0571397525703,1604.8170777278647
0,0,4,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,10.0,0.9999999999999998,447.9387806235057,4555.999322619652,4555.999322619653,4479.387806235058,447.93878062350564,519.9020436501941,447.9387806235057,4479.387806235058,4479.387806235058,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,290.1556568745187,0.0,2901.556568745187,2901.556568745187,2901.5565687451867,1171.9499741925154,2901.5565687451867
0,0,4,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,10.0,0.9999999999999998,447.9387806235057,4555.999322619652,4555.999322619653,4479.387806235058,447.93878062350564,519.9020436501941,447.9387806235057,4479.387806235058,4479.387806235058,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,157.78312374898698,0.0,1577.8312374898703,1577.8312374898703,1577.8312374898699,421.27633797246955,1577.8312374898699
0,0,5,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,10.0,0.9999999999999998,441.6529889427645,4479.387806235059,4479.387806235058,4416.529889427647,441.6529889427645,519.9020436501941,441.6529889427645,4416.529889427647,4416.529889427647,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,286.08398884085767,0.0,2860.8398884085773,2860.8398884085773,2860.839888408577,1168.8731582413222,2860.839888408577
0,0,5,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,10.0,0.9999999999999998,441.6529889427645,4479.387806235059,4479.387806235058,4416.529889427647,441.6529889427645,519.9020436501941,441.6529889427645,4416.529889427647,4416.529889427647,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,155.56900010190688,0.0,1555.6900010190693,1555.6900010190693,1555.6900010190689,421.3835658422751,1555.6900010190689
0,0,6,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,10.0,0.9999999999999998,436.4822620303944,4416.529889427647,4416.529889427647,4364.822620303945,436.4822620303944,519.9020436501941,436.4822620303944,4364.822620303945,4364.822620303945,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,282.73461225486716,0.0,2827.346122548672,2827.346122548672,2827.3461225486717,1165.9004465846301,2827.3461225486717
0,0,6,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,10.0,0.9999999999999998,436.4822620303944,4416.529889427647,4416.529889427647,4364.822620303945,436.4822620303944,519.9020436501941,436.4822620303944,4364.822620303945,4364.822620303945,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,153.74764977552724,0.0,1537.4764977552727,1537.4764977552727,1537.4764977552722,421.4218518270984,1537.4764977552722
0,0,7,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,10.0,0.9999999999999998,432.2195967804802,4364.822620303945,4364.822620303945,4322.195967804802,432.2195967804802,519.9020436501941,432.2195967804802,4322.195967804802,4322.195967804802,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,279.9734393242639,0.0,2799.7343932426393,2799.7343932426393,2799.734393242639,1163.160227848164,2799.734393242639
0,0,7,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,10.0,0.9999999999999998,432.2195967804802,4364.822620303945,4364.822620303945,4322.195967804802,432.2195967804802,519.9020436501941,432.2195967804802,4322.195967804802,4322.195967804802,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,152.24615745621625,0.0,1522.4615745621627,1522.4615745621627,1522.4615745621625,421.41902934306773,1522.4615745621625
0,0,8,1000,2,400,3,1.2,10,300,10,1,0,-9.094947017729282e-13,0.0,9.999999999999998,0.9999999999999998,428.6991929630909,4322.195967804802,4322.195967804802,4286.991929630909,428.6991929630909,519.9020436501941,428.6991929630909,4286.991929630909,4286.991929630909,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,277.6930717243068,0.0,2776.930717243068,2776.930717243068,2776.9307172430676,1160.705197833125,2776.9307172430676
0,0,8,1000,2,400,3,1.2,10,300,10,1,0,-9.094947017729282e-13,0.0,9.999999999999998,0.9999999999999998,428.6991929630909,4322.195967804802,4322.195967804802,4286.991929630909,428.6991929630909,519.9020436501941,428.6991929630909,4286.991929630909,4286.991929630909,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,151.00612123878412,0.0,1510.0612123878414,1510.0612123878414,1510.0612123878411,421.3929771480402,1510.0612123878411
0,0,9,1000,2,400,3,1.2,10,300,10,1,0,0.0,0.0,9.999999999999998,0.9999999999999998,425.7874364083048,4286.99192963091,4286.991929630909,4257.874364083048,425.7874364083048,519.9020436501941,425.7874364083048,4257.874364083048,4257.874364083048,0,0.2519719120464529,0.748028087953547,30.0,306.77039254281243,336.77039254281243,275.8069598885853,0.0,2758.069598885853,2758.069598885853,2758.0695988858524,1158.546230015682,2758.0695988858524
0,0,9,1000,2,400,3,1.2,10,300,10,1,0,0.0,0.0,9.999999999999998,0.9999999999999998,425.7874364083048,4286.99192963091,4286.991929630909,4257.874364083048,425.7874364083048,519.9020436501941,425.7874364083048,4257.874364083048,4257.874364083048,1,0.6672117537638335,0.33278824623616654,30.0,153.13165110738163,183.13165110738163,149.9804765197195,0.0,1499.804765197195,1499.804765197195,1499.8047651971947,421.3550442305355,1499.8047651971947
0,0,10,1000,2,400,3,1.2,10,300,10,1,0,0.0,0.0,9.999999999999998,0.9999999999999998,423.37608565226884,4257.874364083048,4257.874364083048,4233.760856522688,423.37608565226884,519.9020436501941,423.37608565226884,4233.760856522688,4233.760856522688,0,0.2519719120464529,0.748028087953547,30.0,306.77039254281243,336.77039254281243,274.2449896086319,0.0,2742.449896086319,2742.449896086319,2742.4498960863184,1156.6718251867505,2742.4498960863184
0,0,10,1000,2,400,3,1.2,10,300,10,1,0,0.0,0.0,9.999999999999998,0.9999999999999998,423.37608565226884,4257.874364083048,4257.874364083048,4233.760856522688,423.37608565226884,519.9020436501941,423.37608565226884,4233.760856522688,4233.760856522688,1,0.6672117537638335,0.33278824623616654,30.0,153.13165110738163,183.13165110738163,149.13109604363694,0.0,1491.3109604363694,1491.3109604363694,1491.3109604363692,421.31230160235197,1491.3109604363692
0,0,11,1000,2,400,3,1.2,10,300,10,1,0,9.094947017729282e-13,9.094947017729282e-13,9.999999999999998,0.9999999999999996,421.37706174939206,4233.760856522688,4233.760856522688,4213.770617493921,421.37706174939206,519.9020436501941,421.37706174939206,4213.770617493921,4213.770617493921,0,0.2519719120464529,0.748028087953547,30.0,306.77039254281243,336.77039254281243,272.95010709624995,0.0,2729.5010709624994,2729.5010709624994,2729.501070962499,1155.059369387153,2729.501070962499
0,0,11,1000,2,400,3,1.2,10,300,10,1,0,9.094947017729282e-13,9.094947017729282e-13,9.999999999999998,0.9999999999999996,421.37706174939206,4233.760856522688,4233.760856522688,4213.770617493921,421.37706174939206,519.9020436501941,421.37706174939206,4213.770617493921,4213.770617493921,1,0.6672117537638335,0.33278824623616654,30.0,153.13165110738163,183.13165110738163,148.42695465314213,0.0,1484.2695465314214,1484.2695465314214,1484.2695465314212,421.2690286390667,1484.2695465314212
0,0,12,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,419.71842046692274,4213.770617493921,4213.770617493921,4197.184204669228,419.7184204669227,519.9020436501941,419.71842046692274,4197.184204669228,4197.184204669228,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,271.8757099427724,0.0,2718.757099427725,2718.757099427725,2718.7570994277235,1153.6816324452293,2718.7570994277235
0,0,12,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,419.71842046692274,4213.770617493921,4213.770617493921,4197.184204669228,419.7184204669227,519.9020436501941,419.71842046692274,4197.184204669228,4197.184204669228,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,147.8427105241503,0.0,1478.4271052415036,1478.4271052415036,1478.4271052415029,421.22769612184527,1478.4271052415029
0,0,13,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,418.34120777572343,4197.184204669228,4197.184204669228,4183.412077757235,418.34120777572343,519.9020436501941,418.34120777572343,4183.412077757235,4183.412077757235,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,270.9836102399634,0.0,2709.836102399635,2709.836102399635,2709.8361023996335,1152.5104587304386,2709.8361023996335
0,0,13,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,418.34120777572343,4197.184204669228,4197.184204669228,4183.412077757235,418.34120777572343,519.9020436501941,418.34120777572343,4183.412077757235,4183.412077757235,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,147.35759753576002,0.0,1473.5759753576006,1473.5759753576006,1473.5759753575999,421.1896164360388,1473.5759753575999
0,0,14,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,417.1969831900341,4183.412077757236,4183.412077757235,4171.969831900342,417.1969831900341,519.9020436501941,417.1969831900341,4171.969831900342,4171.969831900342,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,270.24243030503897,0.0,2702.4243030503903,2702.4243030503903,2702.424303050389,1151.5187875150575,2702.424303050389
0,0,14,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,417.1969831900341,4183.412077757236,4183.412077757235,4171.969831900342,417.1969831900341,519.9020436501941,417.1969831900341,4171.969831900342,4171.969831900342,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,146.9545528849951,0.0,1469.5455288499516,1469.5455288499516,1469.5455288499509,421.1553727567941,1469.5455288499509
0,0,15,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,416.2458537490932,4171.969831900342,4171.969831900342,4162.458537490933,416.24585374909316,519.9020436501941,416.2458537490932,4162.458537490933,4162.458537490933,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,269.626329177727,0.0,2696.2632917772708,2696.2632917772708,2696.2632917772694,1150.6816784578764,2696.2632917772694
0,0,15,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,416.2458537490932,4171.969831900342,4171.969831900342,4162.458537490933,416.24585374909316,519.9020436501941,416.2458537490932,4162.458537490933,4162.458537490933,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,146.6195245713662,0.0,1466.1952457136626,1466.1952457136626,1466.195245713662,421.12510111739823,1466.195245713662
0,0,16,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,415.45490250325395,4162.458537490933,4162.458537490933,4154.54902503254,415.45490250325395,519.9020436501941,415.45490250325395,4154.54902503254,4154.54902503254,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,269.1139846605303,0.0,2691.1398466053042,2691.1398466053042,2691.139846605303,1149.976748946026,2691.139846605303
0,0,16,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,415.45490250325395,4162.458537490933,4162.458537490933,4154.54902503254,415.45490250325395,519.9020436501941,415.45490250325395,4154.54902503254,4154.54902503254,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,146.3409178427236,0.0,1463.4091784272364,1463.4091784272364,1463.4091784272357,421.09867446195636,1463.4091784272357
0,0,17,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,414.7969246862821,4154.54902503254,4154.54902503254,4147.969246862823,414.7969246862821,519.9020436501941,414.7969246862821,4147.969246862823,4147.969246862823,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,268.68777466498904,0.0,2686.8777466498914,2686.8777466498914,2686.87774664989,1149.3842703406244,2686.87774664989
0,0,17,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,414.7969246862821,4154.54902503254,4154.54902503254,4147.969246862823,414.7969246862821,519.9020436501941,414.7969246862821,4147.969246862823,4147.969246862823,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,146.1091500212931,0.0,1461.0915002129314,1461.0915002129314,1461.0915002129307,421.07582144335385,1461.0915002129307
0,0,18,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,414.24940593772976,4147.969246862823,4147.969246862823,4142.494059377299,414.24940593772976,519.9020436501941,414.24940593772976,4142.494059377299,4142.494059377299,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,268.3331153476685,0.0,2683.3311534766863,2683.3311534766863,2683.331153476685,1148.8870737093284,2683.331153476685
0,0,18,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,414.24940593772976,4147.969246862823,4147.969246862823,4142.494059377299,414.24940593772976,519.9020436501941,414.24940593772976,4142.494059377299,4142.494059377299,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,145.91629059006127,0.0,1459.1629059006132,1459.1629059006132,1459.1629059006125,421.05620188516434,1459.1629059006125
0,0,19,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,413.7936924225389,4142.4940593773,4142.494059377299,4137.936924225391,413.7936924225389,519.9020436501941,413.7936924225389,4137.936924225391,4137.936924225391,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,268.0379235489974,0.0,2680.379235489975,2680.379235489975,2680.379235489974,1148.4703566163869,2680.379235489974
0,0,19,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,413.7936924225389,4142.4940593773,4142.494059377299,4137.936924225391,413.7936924225389,519.9020436501941,413.7936924225389,4137.936924225391,4137.936924225391,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,145.75576887354154,0.0,1457.557688735416,1457.557688735416,1457.5576887354152,421.03945359345556,1457.5576887354152
0,0,20,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,413.41431414214765,4137.936924225391,4137.936924225391,4134.143141421478,413.41431414214765,519.9020436501941,413.41431414214765,4134.143141421478,4134.143141421478,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,267.79217846303357,0.0,2677.9217846303363,2677.9217846303363,2677.921784630335,1148.1214461164202,2677.921784630335
0,0,20,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,413.41431414214765,4137.936924225391,4137.936924225391,4134.143141421478,413.41431414214765,519.9020436501941,413.41431414214765,4134.143141421478,4134.143141421478,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,145.62213567911408,0.0,1456.2213567911413,1456.2213567911413,1456.2213567911406,421.0252203598043,1456.2213567911406
0,0,21,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,413.0984312885082,4134.143141421478,4134.143141421478,4130.984312885083,413.0984312885082,519.9020436501941,413.0984312885082,4130.984312885083,4130.984312885083,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,267.5875630091861,0.0,2675.875630091862,2675.875630091862,2675.875630091861,1147.8295505028816,2675.875630091861
0,0,21,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,413.0984312885082,4134.143141421478,4134.143141421478,4130.984312885083,413.0984312885082,519.9020436501941,413.0984312885082,4130.984312885083,4130.984312885083,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,145.51086827932207,0.0,1455.108682793221,1455.108682793221,1455.1086827932204,421.01316774224335,1455.1086827932204
0,0,22,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,412.8353799577438,4130.984312885084,4130.984312885083,4128.353799577439,412.8353799577438,519.9020436501941,412.8353799577438,4128.353799577439,4128.353799577439,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,267.4171695648779,0.0,2674.17169564878,2674.17169564878,2674.1716956487785,1147.5855183349388,2674.1716956487785
0,0,22,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,412.8353799577438,4130.984312885084,4130.984312885083,4128.353799577439,412.8353799577438,519.9020436501941,412.8353799577438,4128.353799577439,4128.353799577439,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,145.4182103928659,0.0,1454.1821039286592,1454.1821039286592,1454.1821039286585,421.0029910204599,1454.1821039286585
0,0,23,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,412.6162984750831,4128.353799577439,4128.353799577439,4126.162984750832,412.6162984750831,519.9020436501941,412.6162984750831,4126.162984750832,4126.162984750832,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,267.27525791475915,0.0,2672.7525791475923,2672.7525791475923,2672.752579147591,1147.3816145954402,2672.752579147591
0,0,23,1000,2,400,3,1.2,10,300,10,1,0,0.0,9.094947017729282e-13,9.999999999999998,0.9999999999999996,412.6162984750831,4128.353799577439,4128.353799577439,4126.162984750832,412.6162984750831,519.9020436501941,412.6162984750831,4126.162984750832,4126.162984750832,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,145.34104056032393,0.0,1453.4104056032397,1453.4104056032397,1453.410405603239,420.99441824628207,1453.410405603239
0,0,24,1000,2,400,3,1.2,10,300,10,1,0,9.094947017729282e-13,1.8189894035458565e-12,9.999999999999998,0.9999999999999993,412.43381938604836,4126.162984750833,4126.162984750832,4124.338193860485,412.43381938604836,519.9020436501941,412.43381938604836,4124.338193860485,4124.338193860485,0,0.2519719120464529,0.748028087953547,29.999999999999993,306.77039254281243,336.77039254281243,267.15705573572245,0.0,2671.5705573572254,2671.5705573572254,2671.570557357224,1147.2113185297446,2671.570557357224
0,0,24,1000,2,400,3,1.2,10,300,10,1,0,9.094947017729282e-13,1.8189894035458565e-12,9.999999999999998,0.9999999999999993,412.43381938604836,4126.162984750833,4126.162984750832,4124.338193860485,412.43381938604836,519.9020436501941,412.43381938604836,4124.338193860485,4124.338193860485,1,0.6672117537638335,0.33278824623616654,29.999999999999993,153.13165110738163,183.13165110738163,145.2767636503259,0.0,1452.7676365032594,1452.7676365032594,1452.7676365032587,420.9872103172339,1452.7676365032587
0,0,25,1000,2,400,3,1.2,10,300,10,1,0,0.0,1.8189894035458565e-12,9.999999999999998,0.9999999999999993,412.28181512676116,4124.338193860485,4124.338193860485,4122.818151267614,412.2818151267611,519.9020436501941,412.28181512676116,4122.818151267614,4122.818151267614,0,0.2519719120464529,0.748028087953547,29.999999999999982,306.77039254281243,336.77039254281243,267.05859385296293,0.0,2670.5859385296308,2670.5859385296308,2670.585938529629,1147.0691445361047,2670.585938529629
0,0,25,1000,2,400,3,1.2,10,300,10,1,0,0.0,1.8189894035458565e-12,9.999999999999998,0.9999999999999993,412.28181512676116,4124.338193860485,4124.338193860485,4122.818151267614,412.2818151267611,519.9020436501941,412.28181512676116,4122.818151267614,4122.818151267614,1,0.6672117537638335,0.33278824623616654,29.999999999999982,153.13165110738163,183.1316511073816,145.2232212737982,0.0,1452.2322127379828,1452.2322127379828,1452.2322127379819,420.981159333247,1452.2322127379819
0,0,26,1000,2,400,3,1.2,10,300,10,1,0,0.0,1.8189894035458565e-12,9.999999999999998,0.9999999999999993,412.15518770601375,4122.818151267614,4122.818151267614,4121.551877060139,412.15518770601375,519.9020436501941,412.15518770601375,4121.551877060139,4121.551877060139,0,0.2519719120464529,0.748028087953547,29.999999999999982,306.77039254281243,336.77039254281243,266.976570004985,0.0,2669.765700049851,2669.765700049851,2669.7657000498493,1146.9504856370888,2669.7657000498493
0,0,26,1000,2,400,3,1.2,10,300,10,1,0,0.0,1.8189894035458565e-12,9.999999999999998,0.9999999999999993,412.15518770601375,4122.818151267614,4122.818151267614,4121.551877060139,412.15518770601375,519.9020436501941,412.15518770601375,4121.551877060139,4121.551877060139,1,0.6672117537638335,0.33278824623616654,29.999999999999982,153.13165110738163,183.1316511073816,145.17861770102874,0.0,1451.7861770102882,1451.7861770102882,1451.7861770102872,420.9760860490792,1451.7861770102872
0,0,27,1000,2,400,3,1.2,10,300,10,1,0,0.0,1.8189894035458565e-12,9.999999999999998,0.9999999999999993,412.0496945651374,4121.551877060138,4121.551877060139,4120.496945651375,412.0496945651373,519.9020436501941,412.0496945651374,4120.496945651375,4120.496945651375,0,0.2519719120464529,0.748028087953547,29.999999999999982,306.77039254281243,336.77039254281243,266.9082360430446,0.0,2669.0823604304474,2669.0823604304474,2669.0823604304455,1146.8514780586297,2669.0823604304455
0,0,27,1000,2,400,3,1.2,10,300,10,1,0,0.0,1.8189894035458565e-12,9.999999999999998,0.9999999999999993,412.0496945651374,4121.551877060138,4121.551877060139,4120.496945651375,412.0496945651373,519.9020436501941,412.0496945651374,4120.496945651375,4120.496945651375,1,0.6672117537638335,0.33278824623616654,29.999999999999982,153.13165110738163,183.1316511073816,145.14145852209273,0.0,1451.414585220928,1451.414585220928,1451.4145852209272,420.9718369363672,1451.4145852209272
0,0,28,1000,2,400,3,1.2,10,300,10,1,0,-9.094947017729282e-13,9.094947017729282e-13,9.999999999999996,0.9999999999999993,411.961804240836,4120.496945651375,4120.496945651375,4119.618042408361,411.96180424083593,519.9020436501941,411.961804240836,4119.618042408361,4119.618042408361,0,0.2519719120464529,0.748028087953547,29.999999999999982,306.77039254281243,336.77039254281243,266.8513044356828,0.0,2668.513044356829,2668.513044356829,2668.5130443568273,1146.7688849598705,2668.5130443568273
0,0,28,1000,2,400,3,1.2,10,300,10,1,0,-9.094947017729282e-13,9.094947017729282e-13,9.999999999999996,0.9999999999999993,411.961804240836,4120.496945651375,4120.496945651375,4119.618042408361,411.96180424083593,519.9020436501941,411.961804240836,4119.618042408361,4119.618042408361,1,0.6672117537638335,0.33278824623616654,29.999999999999982,153.13165110738163,183.1316511073816,145.11049980515315,0.0,1451.1049980515322,1451.1049980515322,1451.1049980515313,420.96828117123755,1451.1049980515313
